age,numberChildren,incomeRating,wealthRating,mailOrderPurchases,totalGivingAmount,numberGifts,smallestGiftAmount,largestGiftAmount,averageGiftAmount,yearsSinceFirstDonation,monthsSinceLastDonation,inHouseDonor,plannedGivingDonor,sweepstakesDonor,P3Donor,state,urbanicity,socioEconomicStatus,isHomeowner,gender,respondedMailing
NA,NA,NA,NA,0,84,7,4,25,12,3,11,FALSE,FALSE,FALSE,FALSE,CA,city,highest,NA,female,FALSE
85,NA,3,9,1,250,10,10,50,25,6,18,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,female,FALSE
NA,2,5,8,0,38,3,8,16,12.666666667,3,12,FALSE,FALSE,FALSE,FALSE,CA,town,highest,TRUE,female,FALSE
50,NA,4,8,3,181,18,5,20,10.055555556,11,21,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
55,1,6,9,2,62,7,3,20,8.8571428571,8,14,FALSE,FALSE,FALSE,FALSE,FL,city,highest,TRUE,male,FALSE
30,3,4,NA,0,170,19,5,14,8.9473684211,5,11,FALSE,FALSE,FALSE,TRUE,NC,rural,average,TRUE,female,FALSE
96,NA,2,4,1,20,1,20,20,20,2,19,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,female,FALSE
74,NA,2,NA,0,141,9,5,30,15.666666667,9,19,FALSE,FALSE,FALSE,FALSE,AZ,urban,average,TRUE,female,FALSE
87,1,1,NA,0,202,19,5,15,10.631578947,9,15,TRUE,FALSE,FALSE,FALSE,MI,urban,average,TRUE,female,FALSE
72,NA,NA,NA,0,133,14,5,12,9.5,7,11,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,female,FALSE
61,NA,3,2,15,132,10,10,25,13.2,3,16,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,male,FALSE
49,NA,7,8,3,100,5,10,25,20,5,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
74,NA,4,9,6,170,13,5,15,13.076923077,9,3,TRUE,FALSE,FALSE,FALSE,TN,town,highest,TRUE,male,FALSE
38,2,5,8,2,85,12,3,10,7.0833333333,11,13,FALSE,FALSE,FALSE,FALSE,IL,town,average,TRUE,female,FALSE
30,NA,1,NA,0,25,1,25,25,25,1,11,FALSE,FALSE,FALSE,FALSE,MI,suburb,average,NA,male,FALSE
71,1,3,0,8,304,11,10,39,27.636363636,9,13,FALSE,FALSE,FALSE,FALSE,MT,rural,average,TRUE,male,FALSE
NA,NA,NA,NA,0,43,6,3,10,7.1666666667,5,13,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,NA,female,FALSE
82,NA,5,3,0,149,9,2,32,16.555555556,11,14,FALSE,FALSE,FALSE,FALSE,MO,rural,average,NA,female,FALSE
NA,NA,4,NA,0,104,10,5,18,10.4,6,22,FALSE,FALSE,FALSE,FALSE,OK,rural,average,TRUE,female,FALSE
48,1,7,9,2,50,3,5,25,16.666666667,3,13,FALSE,FALSE,FALSE,FALSE,WA,town,highest,TRUE,male,FALSE
NA,NA,2,5,1,62,5,5,20,12.4,2,4,FALSE,FALSE,FALSE,TRUE,IN,town,average,NA,male,FALSE
50,NA,7,9,0,62,3,20,22,20.666666667,2,13,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,NA,male,FALSE
58,NA,5,NA,0,50,3,10,20,16.666666667,2,15,FALSE,FALSE,FALSE,FALSE,TX,rural,highest,TRUE,female,FALSE
79,NA,5,9,35,131,8,10,21,16.375,8,15,FALSE,FALSE,FALSE,FALSE,TX,city,highest,TRUE,male,FALSE
77,NA,6,7,0,20,1,20,20,20,2,19,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,TRUE,female,FALSE
78,NA,5,3,6,40,4,5,15,10,3,14,FALSE,FALSE,FALSE,FALSE,IN,suburb,lowest,TRUE,male,FALSE
86,NA,2,2,36,46,3,10,20,15.333333333,3,17,FALSE,FALSE,FALSE,FALSE,CA,city,average,TRUE,female,FALSE
43,NA,NA,NA,0,159,15,5,18,10.6,9,14,FALSE,FALSE,FALSE,FALSE,GA,town,average,NA,female,FALSE
40,NA,NA,NA,0,140,10,3,25,14,5,12,FALSE,FALSE,FALSE,FALSE,CA,rural,average,NA,female,FALSE
NA,NA,5,9,0,123,9,5,20,13.666666667,5,19,FALSE,FALSE,FALSE,FALSE,FL,urban,lowest,NA,female,FALSE
36,1,6,NA,0,25,2,10,15,12.5,3,14,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,TRUE,male,FALSE
NA,1,5,NA,0,34,3,5,19,11.333333333,2,14,FALSE,FALSE,FALSE,FALSE,MI,rural,highest,TRUE,male,FALSE
49,NA,4,5,6,80,11,3,12,7.2727272727,6,12,FALSE,FALSE,FALSE,FALSE,WA,suburb,average,TRUE,male,FALSE
70,NA,4,9,7,84,9,5,15,9.3333333333,8,19,FALSE,FALSE,FALSE,FALSE,OR,suburb,highest,NA,male,FALSE
83,NA,1,2,2,172,16,5,15,10.75,11,17,FALSE,FALSE,FALSE,FALSE,MI,urban,lowest,NA,male,FALSE
NA,NA,NA,NA,0,80,8,5,20,10,7,22,FALSE,FALSE,FALSE,FALSE,NM,rural,average,NA,female,FALSE
NA,2,4,5,0,30,2,10,20,15,2,14,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,female,FALSE
90,NA,2,3,5,105,12,5,10,8.75,11,11,TRUE,FALSE,FALSE,FALSE,WA,city,average,NA,female,FALSE
40,1,1,NA,0,26,2,10,16,13,2,16,FALSE,FALSE,FALSE,FALSE,TX,rural,average,TRUE,male,FALSE
39,NA,7,9,4,36,3,5,20,12,2,11,FALSE,FALSE,FALSE,FALSE,TN,suburb,highest,NA,male,FALSE
90,NA,1,1,17,665,18,15,100,36.944444444,7,7,TRUE,FALSE,FALSE,FALSE,FL,urban,average,TRUE,male,FALSE
NA,NA,2,NA,0,15,1,15,15,15,1,13,FALSE,FALSE,FALSE,FALSE,MO,rural,lowest,TRUE,male,FALSE
80,NA,3,NA,0,55,7,3,11,7.8571428571,3,13,FALSE,FALSE,FALSE,FALSE,SC,city,highest,NA,female,FALSE
73,NA,5,7,0,99,26,2,6,3.8076923077,6,16,FALSE,FALSE,FALSE,FALSE,IN,rural,average,TRUE,male,FALSE
58,NA,7,NA,0,53,7,5,10,7.5714285714,3,12,FALSE,FALSE,FALSE,FALSE,IL,town,average,TRUE,female,FALSE
NA,NA,NA,NA,0,85,13,3,10,6.5384615385,7,14,FALSE,FALSE,FALSE,FALSE,FL,town,average,NA,male,FALSE
72,NA,3,2,2,55,9,5,10,6.1111111111,7,14,FALSE,FALSE,FALSE,FALSE,WI,town,average,TRUE,male,FALSE
44,1,5,NA,0,25,2,5,20,12.5,3,22,FALSE,FALSE,FALSE,FALSE,TX,rural,average,TRUE,female,FALSE
50,NA,NA,NA,0,49,5,5,25,9.8,2,14,FALSE,FALSE,FALSE,FALSE,IL,rural,average,NA,male,FALSE
72,NA,2,0,62,173,17,3,25,10.176470588,8,12,FALSE,FALSE,FALSE,FALSE,WI,urban,average,TRUE,male,FALSE
94,NA,1,9,3,168,11,5,25,15.272727273,6,12,FALSE,FALSE,FALSE,FALSE,IA,rural,highest,NA,female,FALSE
74,NA,NA,NA,0,239,18,5,25,13.277777778,9,12,FALSE,FALSE,FALSE,FALSE,LA,city,average,NA,male,FALSE
44,3,5,NA,0,124,16,3,12,7.75,11,12,FALSE,FALSE,FALSE,FALSE,WA,rural,average,TRUE,male,FALSE
36,1,5,8,1,50,3,10,20,16.666666667,3,17,FALSE,FALSE,FALSE,FALSE,AR,rural,average,TRUE,female,FALSE
34,NA,5,3,11,186,15,5,17,12.4,9,14,FALSE,FALSE,FALSE,FALSE,IL,town,average,TRUE,male,FALSE
68,1,5,NA,0,37,3,5,25,12.333333333,6,15,FALSE,FALSE,FALSE,FALSE,AL,city,average,TRUE,male,FALSE
41,NA,6,3,0,67,10,3,15,6.7,11,11,FALSE,FALSE,FALSE,FALSE,WI,town,average,NA,male,FALSE
44,NA,2,NA,0,30,2,10,20,15,2,14,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,female,FALSE
46,NA,6,9,0,56,3,10,30,18.666666667,4,13,FALSE,FALSE,FALSE,FALSE,GA,suburb,highest,TRUE,male,FALSE
46,1,5,8,5,20,1,20,20,20,1,12,FALSE,FALSE,FALSE,FALSE,FL,town,highest,TRUE,female,FALSE
63,NA,NA,NA,0,204,38,3,8,5.3684210526,11,13,FALSE,FALSE,FALSE,FALSE,TX,town,lowest,NA,male,FALSE
34,NA,3,7,0,40,4,3,15,10,3,12,FALSE,FALSE,FALSE,FALSE,MO,suburb,average,TRUE,NA,FALSE
74,NA,5,5,3,124,16,5,10,7.75,7,11,TRUE,FALSE,FALSE,FALSE,MI,NA,NA,NA,female,FALSE
51,1,7,9,11,75,14,3,10,5.3571428571,11,13,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,TRUE,male,TRUE
75,NA,4,6,13,35,2,10,25,17.5,3,19,FALSE,FALSE,FALSE,FALSE,TX,city,highest,NA,female,FALSE
52,NA,4,4,0,18,1,18,18,18,1,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,TRUE,female,FALSE
63,1,3,0,0,20,1,20,20,20,2,19,FALSE,FALSE,FALSE,FALSE,CA,urban,lowest,TRUE,female,FALSE
62,NA,5,6,2,225,25,3,16,9,10,13,FALSE,FALSE,FALSE,FALSE,MN,town,average,TRUE,male,FALSE
51,NA,5,8,1,25,1,25,25,25,1,16,FALSE,FALSE,FALSE,FALSE,MI,rural,average,TRUE,female,FALSE
60,NA,6,9,0,45,5,5,15,9,3,16,FALSE,FALSE,FALSE,FALSE,CA,town,highest,TRUE,female,FALSE
73,NA,1,8,3,196,21,5,16,9.3333333333,5,13,FALSE,FALSE,FALSE,FALSE,LA,urban,average,NA,male,FALSE
40,1,6,NA,0,30,2,15,15,15,2,11,FALSE,FALSE,FALSE,FALSE,TX,suburb,highest,TRUE,male,FALSE
80,NA,2,2,0,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,CA,rural,average,TRUE,male,FALSE
56,NA,3,1,2,214,24,5,10,8.9166666667,11,14,FALSE,FALSE,FALSE,FALSE,TN,rural,lowest,NA,female,FALSE
64,NA,1,0,1,35,3,10,15,11.666666667,5,17,FALSE,FALSE,FALSE,FALSE,NC,town,lowest,NA,female,FALSE
36,NA,NA,NA,0,471,15,10,50,31.4,2,20,TRUE,FALSE,FALSE,FALSE,FL,rural,average,NA,male,FALSE
NA,NA,5,6,9,271,21,5,25,12.904761905,11,14,FALSE,FALSE,FALSE,FALSE,IN,rural,average,NA,female,FALSE
NA,NA,NA,NA,0,42,6,3,12,7,3,12,FALSE,FALSE,FALSE,FALSE,TX,town,average,NA,female,FALSE
73,NA,5,7,3,110,5,10,25,22,3,11,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
77,NA,4,1,3,94,7,3,22,13.428571429,7,14,FALSE,FALSE,FALSE,FALSE,OR,rural,average,TRUE,male,TRUE
32,NA,1,7,15,282,22,3,20,12.818181818,11,14,FALSE,FALSE,FALSE,FALSE,IL,suburb,average,TRUE,male,FALSE
49,NA,6,9,0,645,23,25,50,28.043478261,8,11,TRUE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,male,FALSE
NA,NA,5,2,2,32,6,5,7,5.3333333333,2,15,FALSE,FALSE,FALSE,FALSE,ID,rural,average,TRUE,joint,FALSE
73,NA,1,6,4,209,32,1,10,6.53125,11,15,FALSE,FALSE,FALSE,FALSE,IN,rural,average,NA,male,FALSE
32,NA,5,NA,0,125,18,5,9,6.9444444444,6,18,FALSE,FALSE,FALSE,FALSE,AZ,suburb,average,NA,female,FALSE
33,2,4,5,8,31,3,5,15,10.333333333,4,17,FALSE,FALSE,FALSE,FALSE,GA,town,average,TRUE,female,FALSE
42,1,1,NA,0,20,1,20,20,20,2,19,FALSE,FALSE,FALSE,FALSE,WI,rural,average,TRUE,female,FALSE
87,NA,5,7,1,68.5,12,2,10,5.7083333333,10,13,FALSE,FALSE,FALSE,FALSE,TX,town,average,NA,female,FALSE
68,NA,2,NA,0,81,13,3,10,6.2307692308,8,14,FALSE,FALSE,FALSE,FALSE,KY,town,average,TRUE,male,FALSE
76,NA,5,5,0,104,18,3,9,5.7777777778,7,13,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,male,FALSE
48,NA,3,NA,0,20,1,20,20,20,1,13,FALSE,FALSE,FALSE,FALSE,CO,city,lowest,NA,female,FALSE
42,NA,7,9,0,20,1,20,20,20,2,20,FALSE,FALSE,FALSE,FALSE,FL,city,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,84,10,3,15,8.4,9,14,FALSE,FALSE,FALSE,FALSE,MO,rural,average,NA,female,FALSE
78,NA,2,2,4,120,8,5,50,15,5,5,TRUE,FALSE,FALSE,FALSE,IL,rural,lowest,TRUE,female,FALSE
39,NA,3,8,10,254,10,5,42,25.4,7,14,FALSE,FALSE,FALSE,FALSE,NV,town,average,TRUE,male,FALSE
NA,2,4,NA,0,70,4,5,50,17.5,3,19,FALSE,FALSE,FALSE,FALSE,IL,urban,average,TRUE,NA,FALSE
53,NA,7,7,8,168,18,5,12,9.3333333333,10,13,FALSE,FALSE,FALSE,FALSE,AZ,town,highest,TRUE,female,FALSE
NA,NA,4,1,8,64,5,5,20,12.8,3,12,FALSE,FALSE,FALSE,FALSE,HI,suburb,average,TRUE,female,FALSE
76,NA,1,1,10,20,1,20,20,20,1,17,FALSE,FALSE,FALSE,FALSE,WA,city,lowest,NA,male,FALSE
48,NA,3,NA,0,31,5,4,10,6.2,2,15,FALSE,FALSE,FALSE,FALSE,TX,town,average,NA,male,FALSE
49,NA,4,8,1,183,16,5,30,11.4375,11,13,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,82,15,3,12,5.4666666667,11,16,FALSE,FALSE,FALSE,FALSE,CA,city,average,NA,NA,FALSE
56,NA,6,NA,0,27,3,5,15,9,3,14,FALSE,FALSE,FALSE,FALSE,HI,city,average,TRUE,male,FALSE
93,NA,4,7,26,66,13,3,8,5.0769230769,5,11,FALSE,FALSE,FALSE,FALSE,TX,city,highest,TRUE,male,FALSE
84,NA,2,4,1,75,25,2,5,3,11,15,FALSE,FALSE,FALSE,FALSE,MN,rural,average,NA,male,FALSE
84,NA,5,8,11,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,AZ,city,highest,TRUE,female,FALSE
37,4,4,4,3,74,17,2,7,4.3529411765,10,14,FALSE,FALSE,FALSE,FALSE,WI,town,average,NA,male,FALSE
62,NA,2,NA,0,91,14,3,10,6.5,11,15,FALSE,FALSE,FALSE,FALSE,MI,city,lowest,TRUE,female,FALSE
81,NA,1,8,5,80,3,15,35,26.666666667,3,12,FALSE,FALSE,FALSE,FALSE,UT,suburb,highest,NA,female,FALSE
NA,NA,6,6,2,44,3,10,20,14.666666667,2,15,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
66,NA,4,3,5,71,9,5,10,7.8888888889,3,13,FALSE,FALSE,FALSE,FALSE,FL,town,average,TRUE,male,FALSE
70,NA,4,NA,0,15,1,15,15,15,1,13,FALSE,FALSE,FALSE,FALSE,NC,suburb,highest,TRUE,female,FALSE
NA,NA,NA,NA,0,109.5,16,1.5,12,6.84375,9,14,FALSE,FALSE,FALSE,FALSE,CA,city,lowest,NA,NA,FALSE
NA,NA,NA,NA,0,37,11,3,5,3.3636363636,4,12,FALSE,FALSE,FALSE,FALSE,ID,rural,average,NA,female,FALSE
69,NA,5,6,3,181,18,5,17,10.055555556,11,22,FALSE,FALSE,FALSE,FALSE,AR,city,average,TRUE,male,FALSE
77,NA,4,8,31,25,2,10,15,12.5,2,22,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,female,FALSE
85,NA,1,1,7,120,16,3,12,7.5,11,14,FALSE,FALSE,FALSE,FALSE,IN,rural,lowest,NA,joint,FALSE
NA,NA,NA,NA,0,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,male,FALSE
41,NA,5,NA,0,69,5,5,25,13.8,6,13,FALSE,FALSE,FALSE,FALSE,WI,suburb,average,TRUE,female,FALSE
59,NA,5,1,4,157,9,10,26,17.444444444,9,12,FALSE,FALSE,FALSE,FALSE,FL,city,average,TRUE,male,FALSE
78,NA,2,6,5,20,2,5,15,10,2,14,FALSE,FALSE,FALSE,FALSE,WA,suburb,lowest,TRUE,male,FALSE
70,NA,4,NA,0,72,4,5,25,18,5,23,FALSE,FALSE,FALSE,FALSE,IL,suburb,average,NA,male,FALSE
68,NA,5,7,1,101,15,2,12,6.7333333333,11,14,FALSE,FALSE,FALSE,FALSE,CA,town,highest,TRUE,male,FALSE
32,2,3,NA,0,46,4,5,20,11.5,3,13,FALSE,FALSE,FALSE,FALSE,TX,town,average,NA,male,FALSE
36,1,5,3,1,25,2,5,20,12.5,2,12,FALSE,FALSE,FALSE,FALSE,TX,town,average,TRUE,male,FALSE
48,NA,NA,NA,0,69,4,10,23,17.25,4,14,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,female,FALSE
78,NA,7,NA,0,81,14,3,10,5.7857142857,11,11,FALSE,FALSE,FALSE,FALSE,NC,town,average,NA,female,FALSE
46,NA,4,NA,0,15,1,15,15,15,1,13,FALSE,FALSE,FALSE,FALSE,MI,NA,NA,TRUE,female,FALSE
NA,NA,NA,NA,0,117,13,3,15,9,9,14,FALSE,FALSE,FALSE,FALSE,GA,rural,average,NA,female,FALSE
72,NA,4,NA,0,66,7,5,15,9.4285714286,3,11,FALSE,FALSE,FALSE,FALSE,MO,rural,lowest,TRUE,male,FALSE
80,NA,NA,NA,0,116,18,3,9,6.4444444444,3,11,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,female,FALSE
74,NA,NA,NA,0,90,8,5,20,11.25,3,21,FALSE,FALSE,FALSE,FALSE,OR,rural,lowest,NA,female,FALSE
68,NA,5,NA,0,77,5,15,17,15.4,2,19,FALSE,FALSE,FALSE,FALSE,AZ,suburb,average,NA,female,FALSE
54,1,3,NA,0,35,2,10,25,17.5,2,12,FALSE,FALSE,FALSE,FALSE,TX,suburb,highest,TRUE,female,FALSE
NA,NA,NA,NA,0,20,1,20,20,20,1,12,FALSE,FALSE,FALSE,FALSE,MI,suburb,average,NA,male,FALSE
61,NA,7,8,0,105,22,3,10,4.7727272727,11,14,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,NA,FALSE
46,NA,3,NA,0,32,4,3,15,8,5,13,FALSE,FALSE,FALSE,FALSE,IA,rural,average,NA,female,FALSE
NA,1,2,3,3,67,19,2,10,3.5263157895,10,14,FALSE,FALSE,FALSE,FALSE,MS,rural,average,TRUE,female,TRUE
NA,NA,NA,NA,0,60,6,5,15,10,5,15,FALSE,FALSE,FALSE,FALSE,NC,town,highest,NA,female,FALSE
76,NA,7,9,12,15,1,15,15,15,2,18,FALSE,FALSE,FALSE,FALSE,MI,suburb,highest,TRUE,female,FALSE
64,2,4,NA,0,290,14,5,50,20.714285714,9,14,FALSE,FALSE,FALSE,FALSE,MI,town,average,TRUE,male,FALSE
65,NA,2,3,2,32,3,10,12,10.666666667,2,13,FALSE,FALSE,FALSE,FALSE,NC,town,average,NA,female,FALSE
65,NA,5,NA,0,120,20,5,12,6,11,13,FALSE,FALSE,FALSE,FALSE,CO,rural,average,TRUE,male,FALSE
NA,NA,NA,NA,0,55,5,5,15,11,3,17,FALSE,FALSE,FALSE,FALSE,SD,NA,NA,NA,female,FALSE
NA,NA,NA,NA,0,62,5,5,16,12.4,6,17,FALSE,FALSE,FALSE,FALSE,KS,suburb,highest,NA,female,FALSE
69,NA,3,6,19,133,19,2,10,7,9,14,FALSE,FALSE,FALSE,FALSE,MN,suburb,average,TRUE,female,FALSE
NA,NA,4,7,0,84,7,5,20,12,5,12,FALSE,FALSE,FALSE,FALSE,NC,NA,NA,NA,female,FALSE
80,NA,2,6,56,91,9,3,15,10.111111111,8,11,TRUE,FALSE,FALSE,FALSE,ID,NA,NA,NA,female,FALSE
62,NA,3,NA,0,83.98,10,5,10,8.398,6,18,FALSE,FALSE,FALSE,FALSE,OR,town,average,NA,male,FALSE
NA,NA,NA,NA,0,31,5,3,10,6.2,2,12,FALSE,FALSE,FALSE,FALSE,NV,city,lowest,NA,female,FALSE
70,NA,1,4,0,101,6,10,25,16.833333333,3,13,FALSE,FALSE,FALSE,FALSE,MI,rural,average,NA,female,FALSE
73,NA,NA,NA,0,212,25,3,35,8.48,8,11,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,female,FALSE
49,1,2,0,0,129,11,3,17,11.727272727,11,11,FALSE,FALSE,FALSE,FALSE,OR,rural,lowest,TRUE,female,TRUE
NA,NA,6,9,15,100,2,50,50,50,2,20,FALSE,FALSE,FALSE,FALSE,SC,city,highest,TRUE,female,FALSE
84,NA,3,2,16,25,1,25,25,25,1,12,FALSE,FALSE,FALSE,FALSE,FL,town,average,TRUE,male,FALSE
38,NA,1,5,0,20,1,20,20,20,1,13,FALSE,FALSE,FALSE,FALSE,NM,rural,average,NA,male,FALSE
44,1,7,6,11,20,1,20,20,20,2,19,FALSE,FALSE,FALSE,FALSE,FL,urban,average,TRUE,female,FALSE
NA,NA,NA,NA,0,60,5,5,17,12,6,13,FALSE,FALSE,FALSE,FALSE,NC,town,highest,NA,male,FALSE
NA,NA,3,8,0,35,6,3,7,5.8333333333,2,14,FALSE,FALSE,FALSE,FALSE,AL,city,lowest,TRUE,male,FALSE
72,NA,4,NA,0,86,10,3,11,8.6,4,11,FALSE,FALSE,FALSE,FALSE,TX,city,average,TRUE,female,FALSE
40,NA,NA,NA,0,45,3,10,20,15,2,14,FALSE,FALSE,FALSE,FALSE,FL,city,lowest,NA,male,FALSE
93,NA,NA,NA,0,107,27,2,6,3.962962963,7,17,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,NA,FALSE
54,NA,4,6,1,345,8,20,50,43.125,7,19,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,TRUE,female,FALSE
NA,NA,NA,NA,0,51,4,10,16,12.75,2,20,FALSE,FALSE,FALSE,FALSE,CA,city,lowest,NA,male,FALSE
73,NA,5,6,15,86,8,5,25,10.75,5,12,FALSE,FALSE,FALSE,FALSE,OR,town,highest,TRUE,male,FALSE
65,NA,6,NA,0,75,3,10,40,25,3,15,FALSE,FALSE,FALSE,FALSE,WA,rural,average,TRUE,male,FALSE
67,NA,3,NA,0,77,9,5,15,8.5555555556,11,14,FALSE,FALSE,FALSE,FALSE,FL,rural,lowest,TRUE,female,FALSE
59,NA,NA,NA,0,70,9,5,11,7.7777777778,6,12,FALSE,FALSE,FALSE,FALSE,AZ,city,average,NA,male,FALSE
47,NA,NA,NA,0,73,8,5,17,9.125,6,22,FALSE,FALSE,FALSE,FALSE,IN,town,average,NA,female,FALSE
76,NA,1,2,1,15,1,15,15,15,1,13,FALSE,FALSE,FALSE,FALSE,GA,rural,average,TRUE,female,FALSE
82,NA,2,6,0,175,11,10,20,15.909090909,6,12,FALSE,FALSE,FALSE,FALSE,AZ,city,highest,TRUE,male,FALSE
70,NA,NA,NA,0,88,12,5,11,7.3333333333,6,11,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,NA,female,FALSE
46,1,6,7,16,30,2,10,20,15,2,20,FALSE,FALSE,FALSE,FALSE,WI,suburb,highest,TRUE,female,FALSE
67,1,1,NA,0,91,12,5,15,7.5833333333,11,22,FALSE,FALSE,FALSE,FALSE,AZ,suburb,average,TRUE,female,TRUE
77,NA,1,1,3,167,17,3,15,9.8235294118,11,12,FALSE,FALSE,FALSE,FALSE,IA,rural,average,NA,female,FALSE
63,NA,NA,NA,0,187,11,10,21,17,6,19,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,NA,male,FALSE
65,NA,6,9,4,116,8,10,20,14.5,6,12,FALSE,FALSE,FALSE,FALSE,FL,city,highest,TRUE,female,FALSE
64,NA,2,0,15,96,7,6,20,13.714285714,2,14,FALSE,FALSE,FALSE,FALSE,WA,rural,average,TRUE,female,FALSE
49,NA,5,NA,0,102,13,3,13,7.8461538462,11,15,FALSE,FALSE,FALSE,FALSE,TN,city,lowest,TRUE,NA,FALSE
NA,NA,NA,NA,0,87,12,5,10,7.25,7,18,TRUE,FALSE,FALSE,FALSE,MI,city,average,NA,female,FALSE
79,NA,3,8,5,110,5,5,30,22,7,14,FALSE,FALSE,FALSE,FALSE,ND,city,highest,TRUE,female,FALSE
NA,NA,4,9,1,60,5,10,20,12,3,15,FALSE,FALSE,FALSE,FALSE,LA,town,average,NA,female,FALSE
NA,NA,NA,NA,0,33.97,3,7,15,11.323333333,2,14,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,male,FALSE
70,NA,3,4,9,174,14,5,25,12.428571429,8,12,FALSE,FALSE,FALSE,FALSE,LA,rural,average,NA,female,FALSE
47,1,4,6,2,90,11,2,25,8.1818181818,10,20,FALSE,FALSE,FALSE,FALSE,KY,rural,average,TRUE,female,FALSE
48,NA,5,NA,0,166,6,5,37,27.666666667,7,23,FALSE,FALSE,FALSE,FALSE,CA,town,average,TRUE,male,FALSE
NA,1,2,1,10,34,5,5,8,6.8,2,12,FALSE,FALSE,FALSE,FALSE,IL,town,lowest,TRUE,female,FALSE
82,NA,5,1,8,179,7,15,36,25.571428571,5,14,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,male,FALSE
NA,NA,NA,NA,0,36,2,15,21,18,2,11,FALSE,FALSE,FALSE,FALSE,MO,urban,lowest,NA,female,FALSE
50,1,2,NA,0,62.5,14,2,10,4.4642857143,11,11,FALSE,FALSE,FALSE,FALSE,ND,rural,lowest,TRUE,male,FALSE
NA,NA,5,7,0,160,11,5,33,14.545454545,5,14,FALSE,FALSE,FALSE,FALSE,TN,rural,average,TRUE,female,FALSE
44,NA,2,8,1,40,2,10,30,20,2,11,FALSE,FALSE,FALSE,FALSE,NC,city,average,TRUE,male,FALSE
88,NA,2,NA,0,400,37,4,15,10.810810811,11,11,FALSE,FALSE,FALSE,FALSE,WA,city,average,TRUE,male,FALSE
32,1,7,NA,0,20,1,20,20,20,1,15,FALSE,FALSE,FALSE,FALSE,TN,rural,lowest,TRUE,female,FALSE
NA,NA,7,2,0,50,4,5,15,12.5,3,21,FALSE,FALSE,FALSE,FALSE,VA,city,average,TRUE,male,FALSE
NA,NA,NA,NA,0,217,20,1,20,10.85,11,22,TRUE,FALSE,FALSE,FALSE,NM,rural,lowest,NA,male,FALSE
71,NA,5,8,2,135,11,10,16,12.272727273,7,11,TRUE,FALSE,FALSE,FALSE,NC,suburb,highest,TRUE,male,FALSE
39,1,6,9,4,52,4,10,16,13,4,17,FALSE,FALSE,FALSE,FALSE,TX,town,average,TRUE,female,FALSE
NA,NA,NA,NA,0,50,3,10,20,16.666666667,2,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,NA,NA,FALSE
NA,NA,6,0,0,131,4,15,75,32.75,2,0,FALSE,FALSE,FALSE,FALSE,FL,city,average,TRUE,female,FALSE
57,NA,5,3,3,200,12,5,27,16.666666667,9,16,FALSE,FALSE,FALSE,FALSE,AZ,town,average,TRUE,female,FALSE
72,NA,3,0,0,81,8,3,14,10.125,6,14,FALSE,FALSE,FALSE,FALSE,MI,rural,average,NA,female,FALSE
61,NA,NA,NA,0,199,11,5,28,18.090909091,9,16,FALSE,FALSE,FALSE,FALSE,FL,city,average,NA,male,FALSE
